3	250	1065
120	78	93
-155	187	100
-122	220	-53
-82	-128	-29
-115	-86	113
-106	234	148
-42	195	-105
96	-21	-231
-143	-10	86
-54	42	158
222	134	48
-124	63	250
-157	-132	-73
-96	87	-214
-3	-62	-183
224	199	95
77	-191	-179
-128	-75	97
155	-57	-126
-9	-241	-195
-152	-125	-121
112	223	129
5	-177	121
141	-31	138
150	158	116
-15	-1	141
-73	-108	8
248	151	233
201	-142	140
213	-58	196
-94	166	45
20	124	148
84	-74	-196
175	-142	-89
103	193	-55
-93	114	-121
179	-118	46
121	229	-194
13	220	28
-99	-137	-200
-108	-28	-84
-151	-94	-49
67	40	-173
-146	-119	-187
-180	-69	108
-99	79	-70
-113	-207	-79
104	-219	-38
-243	125	-13
151	227	52
50	-205	-102
-105	-249	115
-182	13	-236
-114	-32	-89
-110	113	-112
184	170	172
193	145	-56
74	-10	228
23	-92	49
246	-77	-122
-75	-172	-162
54	-150	-96
73	30	-182
67	-110	-2
-125	216	45
-238	-147	-204
-101	197	60
119	-128	-45
-211	245	-242
-181	-233	-177
-8	217	146
-122	-217	235
-196	30	168
122	40	-90
-74	-182	-1
164	-127	-144
-246	209	-167
123	-150	-124
235	19	58
-172	202	188
170	-21	-225
-246	142	176
-118	191	-195
210	-37	-193
-24	-55	164
59	-146	-42
-250	205	-79
-221	-234	-87
89	-185	176
-244	-226	114
-178	245	-236
-157	-28	149
-131	174	-249
106	-178	158
-89	202	85
43	37	17
223	-162	72
-136	-27	198
107	-98	-214
-125	-217	-124
-231	-212	19
41	212	186
137	218	108
121	-208	199
-7	97	-44
-113	37	-175
155	-73	-126
172	-72	175
130	26	-234
-155	-116	54
161	-109	-146
249	-144	-2
82	-156	-7
33	-65	188
222	-48	-164
134	-157	17
-208	241	-151
-145	-197	-40
64	236	-40
-48	-223	-230
-120	-132	133
144	119	-115
-178	221	-177
-192	-185	117
-163	-234	91
-118	-65	-220
-124	-95	248
-219	65	-45
-26	-223	102
10	116	-21
-188	126	-29
37	-248	-75
-109	205	27
-71	126	-31
-209	-27	100
-193	-64	232
202	7	105
239	150	-45
72	124	20
-86	-4	-64
42	-175	-4
-131	-99	230
75	-114	-171
14	200	-98
-71	137	-147
73	-114	-54
50	19	-49
-50	-78	-37
195	-211	-114
186	-65	52
210	21	-238
213	-146	-144
-185	-225	-224
-135	-140	-132
-163	-117	-190
-88	158	-75
-133	149	-93
77	-48	-213
-182	132	-16
93	-180	-81
-144	-35	-126
167	-87	29
-249	56	-149
95	-35	22
1	57	-14
-49	-6	-176
54	-141	-216
184	149	250
-223	205	138
79	-65	159
-234	195	-27
38	173	140
-198	188	189
-50	-243	3
-39	-66	131
-219	141	220
-245	87	10
174	-38	-202
-160	-35	-214
228	-11	-15
134	-176	64
-191	165	200
-215	223	77
137	-244	97
50	-132	78
238	-123	-211
163	167	45
-152	-81	-66
-40	-134	143
204	33	-179
67	-85	41
-158	-48	183
46	62	-130
-10	-80	-152
-169	25	127
16	207	86
-200	139	35
198	-110	213
-68	-229	98
169	112	-115
-90	78	193
28	-70	-173
145	-170	-81
195	46	-209
-133	-184	14
-234	-68	152
-210	21	92
-102	226	-232
162	28	5
-22	-202	36
182	-248	12
-67	11	-125
-50	-69	-169
143	-178	-132
35	-199	103
-180	-79	30
225	-2	32
-37	-248	193
-83	-122	21
-115	-169	216
250	169	-191
50	-85	128
-206	-220	74
240	-7	174
-28	86	-227
106	52	-133
173	-132	77
-126	168	-229
-1	55	-160
-231	92	215
172	-191	-69
47	-161	-32
133	86	-162
-15	-35	31
54	-189	188
36	67	-213
5	168	110
-30	174	-156
-168	-50	-225
-44	27	122
-3	-81	-84
165	-190	-122
95	-6	86
-191	115	-170
-99	107	-170
237	91	-46
-25	-220	-171
-58	89	153
-14	-29	215
-76	42	-135
211	249	62
-238	-93	87
-55	-47	169
57	-203	-36
-49	-212	22
-155	-168	32
-84	161	-193
-1	123	-228
-176	-136	120
-192	-206	-216
247	43	90
129	93	-174
