3	250	1065
248	-72	218
-132	-202	-27
-215	228	-60
42	27	188
-107	121	-61
-241	14	-229
81	186	140
54	55	13
-242	55	84
6	203	-230
-224	112	11
140	149	1
65	-60	-145
-135	164	213
79	-99	-11
56	139	242
-132	231	-210
223	-75	-24
-26	37	-109
47	-84	-50
-188	198	-104
-241	146	-174
-164	1	-7
-133	-144	-196
-192	-178	-35
207	173	-125
-3	93	34
109	-205	-62
25	-72	-220
-207	132	-205
-156	-39	-6
-218	233	-178
3	229	-50
142	-145	50
-32	117	135
117	-221	-40
-16	153	-163
-182	-49	166
209	-58	182
-12	-200	208
-148	-52	-244
117	-190	-82
-216	63	175
167	2	149
-190	-23	-17
-171	66	-5
-93	-119	-117
-51	-113	62
-66	161	107
32	198	139
1	-15	123
183	-21	-243
48	-245	-3
214	-36	-157
187	32	-114
132	80	-223
130	17	172
12	-113	112
-11	185	117
-84	190	-149
-154	-147	-58
-28	-31	-159
-66	-165	87
9	190	-242
-242	-190	-186
-118	-40	-97
-66	-194	-29
198	-209	95
91	144	213
78	-11	-10
213	-18	186
58	-8	-46
17	-179	148
136	-53	-178
-168	-212	207
74	-188	125
-111	-55	74
-95	157	-234
-26	154	-248
149	170	94
212	-171	6
-152	-40	-57
31	40	104
-210	57	26
-89	158	198
1	224	-215
9	-211	-183
12	-217	-168
236	-191	6
-39	-236	-172
-31	-169	-157
139	-184	176
199	10	79
64	110	-250
83	-160	133
188	-176	-220
-60	-59	79
-98	-78	-86
-235	7	-70
131	-159	-100
64	-101	170
178	-4	148
-83	86	105
-129	-247	-54
-138	112	-39
-231	-188	-52
-240	-149	-250
164	-238	75
65	-34	83
249	119	175
-238	-86	40
225	107	35
26	-249	-98
-109	-189	17
226	-38	5
250	-228	-41
74	187	107
-132	75	117
-164	-226	-210
9	-179	167
67	-190	-36
-107	-53	-186
-81	43	-59
-219	186	152
-57	-124	-33
32	204	-163
66	-168	194
235	-212	-147
219	127	-104
225	111	-92
-230	-116	-182
-33	-249	160
-80	235	-2
-145	247	36
216	91	201
-35	-77	150
208	-1	82
-158	57	67
70	-177	-91
-195	-139	-48
179	-230	-221
-161	152	-190
-73	177	223
233	156	181
31	206	-244
-223	29	169
132	18	15
-238	-82	210
-215	203	-201
-1	-57	167
183	106	-45
-214	180	-169
-11	-239	-9
-17	164	-181
179	61	-13
-111	237	2
-58	51	-231
-154	40	-221
140	-27	-83
27	173	203
-186	128	244
-238	91	-132
-200	-221	-199
-89	23	-235
65	-120	-151
25	96	46
-99	-21	-170
139	188	207
45	197	-112
-8	-182	-75
77	-224	79
201	89	132
106	207	-59
152	88	-112
218	125	162
26	-110	84
216	183	-163
217	-158	-187
191	-123	-68
-32	-104	60
-53	171	-203
210	241	-117
102	54	77
18	20	169
20	103	158
172	-98	-224
-59	193	239
-94	-166	-130
-216	222	229
190	-76	-153
150	-75	46
123	-8	222
187	-26	-202
26	161	-127
-54	235	-9
-155	232	-238
-229	228	-194
-237	26	151
-93	118	7
-153	-176	37
74	-36	-99
-247	-215	181
-65	151	-45
62	-181	4
-120	-54	-50
24	38	-217
77	94	167
27	98	233
-207	-125	-2
-85	-62	-206
66	241	207
-235	-190	-149
-233	223	30
36	-250	-218
-190	-44	-223
65	245	181
-76	-12	-234
-156	146	-154
-29	-147	-196
-157	124	-199
-69	83	-122
44	-179	159
208	-59	218
58	22	-226
159	176	34
235	123	-135
-4	167	-163
152	127	201
70	-142	-5
231	-86	-197
-73	-12	133
181	-51	37
77	-146	232
57	228	-244
-225	32	-239
170	191	140
-173	-50	75
63	-219	214
-146	53	-100
43	88	181
159	-178	241
-72	153	158
-215	-174	19
-51	114	-68
-49	45	18
29	234	-205
127	-103	-87
85	-213	120
-118	191	-200
-116	139	247
160	-146	55
-49	41	-189
-81	160	150
-38	130	231
-190	179	210
8	222	-223
148	134	177
-23	99	-161
-212	87	52
-14	-13	45
51	206	-79
160	166	48
-89	-25	-164
-172	158	49
-90	115	135
241	-139	39
233	-71	-221
95	-245	-247
222	-166	-101
143	229	-66
-111	-104	-42
-205	-156	-23
-148	31	-175
-87	10	-85
-139	-172	203
-108	-60	169
101	163	-248
-54	-236	213
-147	-216	12
-205	-42	-213
-222	103	-221
-232	-102	-91
162	29	164
-126	-153	-9
-178	-88	-203
52	215	51
202	88	-153
-221	228	-156
-177	228	-64
97	-42	35
248	234	243
99	209	186
128	221	230
194	-32	-59
-206	63	-215
18	-109	-131
108	5	95
45	-132	-67
-106	108	-203
88	71	231
199	78	201
216	-195	111
-156	33	-247
143	162	-19
-13	-165	206
85	-166	-93
142	211	125
118	-177	-144
25	-40	-113
-177	-147	103
-147	225	-235
169	-152	-190
155	-22	137
249	-160	-74
-50	129	-105
-223	-157	-220
-187	65	132
-87	11	-58
7	-58	104
-39	219	-184
139	93	-100
-87	237	-60
4	-199	-177
6	179	-44
164	-48	181
-41	-79	-145
-136	-23	181
111	245	-242
23	-62	92
-29	-84	148
-10	223	167
98	-249	126
71	54	-111
225	-113	-228
167	-207	-232
153	175	-135
173	-176	-246
164	24	242
-191	-60	195
66	42	-81
210	8	-170
93	250	-175
27	-210	-151
101	174	-45
-169	-158	212
-245	164	-76
163	-101	-152
214	-216	-158
-100	-85	-66
66	49	65
-95	-42	-182
-73	-118	-40
172	168	-193
222	133	-12
194	93	-189
-26	-214	-28
-147	-206	101
164	-102	222
34	-153	-137
186	-134	6
-110	167	-89
-120	-20	179
-24	-120	-210
-250	10	-44
50	239	117
181	223	175
-242	-230	67
-28	-223	142
-129	218	-127
156	-155	170
-30	-141	5
2	151	95
-91	98	-16
-99	-212	202
156	40	-211
107	92	-61
226	47	-121
-114	-205	38
113	36	-84
120	-167	7
1	-98	-160
-31	185	2
-92	-118	71
2	-109	43
52	43	-220
127	-124	58
-242	215	-202
-110	208	74
-188	-88	180
34	225	146
214	-160	142
-38	-189	-40
195	-41	-112
90	-159	-37
121	-173	-184
-35	-139	126
2	-198	-10
196	-131	-232
6	239	-111
-2	-129	172
151	180	-237
98	-108	94
49	-94	160
233	-157	48
93	-200	184
112	34	8
244	157	220
116	63	211
-85	-76	-17
188	12	165
-200	-138	-83
70	229	49
158	-181	-126
-230	-42	-45
-212	-112	225
175	-183	138
-148	-210	-101
-9	157	97
-103	-4	95
110	212	130
-85	12	-46
-95	167	-145
-112	122	50
12	108	78
124	-115	-38
-117	34	-138
-98	101	-73
-135	159	57
8	-129	-170
-162	109	-38
-75	-229	20
-118	-239	-126
-126	115	-80
-244	-56	75
87	-51	168
-110	75	-8
154	153	138
200	-218	233
226	144	-86
110	142	27
56	125	-101
213	-157	-39
-218	-135	-100
230	-139	-143
41	48	90
-93	-130	-230
79	155	139
250	-223	208
-99	-152	-10
189	7	246
134	165	-200
-95	186	47
57	-52	-24
-136	-249	97
93	-179	-69
159	-90	-56
1	48	-98
99	88	202
-69	-238	102
228	225	-19
-188	223	65
156	-81	65
154	227	183
208	168	-22
-149	61	-128
-143	45	-164
225	-194	-75
134	-101	179
101	-163	196
-25	121	-89
94	-181	240
1	-114	-221
-28	36	-18
-235	203	136
208	100	228
-241	96	196
-8	-103	197
-146	-206	-135
138	147	190
131	34	115
123	71	213
152	59	168
197	183	-52
69	234	-109
-24	-137	219
-5	-117	-120
-31	-86	230
44	-131	199
-58	30	29
102	-62	-173
-119	-203	-34
-160	-200	-55
155	192	119
-149	93	-110
-213	-111	-210
53	49	111
55	197	-230
-97	240	69
-45	-242	-198
53	132	-67
170	-69	46
61	209	29
-168	-164	-104
90	174	189
244	-131	239
56	63	-74
-183	-154	187
-76	111	167
127	-187	219
-172	217	177
-165	-82	-133
-217	115	130
156	153	184
118	209	-217
133	196	-157
129	21	-13
237	-225	-60
188	34	39
152	224	79
-58	193	-48
-146	-130	-174
-104	-127	157
49	181	-67
207	203	-147
-138	129	-149
90	-238	-30
196	-250	47
-137	210	220
