3	250	1065
188	-135	70
-51	-214	66
96	-13	218
-59	-207	85
-66	-246	-2
49	-121	98
-181	-42	-8
45	44	-184
-47	136	126
-186	-91	115
-151	-31	-170
42	80	-202
-220	-120	194
-73	179	-157
-68	-245	22
-231	82	-34
61	-122	12
162	141	207
126	117	17
-213	133	71
238	-47	-84
-204	7	-36
53	181	-97
98	-161	8
190	-156	205
11	-127	67
8	102	19
249	-121	218
-237	227	164
66	30	-12
41	-50	-29
-119	-153	28
-176	194	215
146	26	-72
-165	85	-192
78	146	-31
32	122	78
154	185	217
214	223	32
197	-136	139
202	-137	150
-89	11	-152
-52	204	-141
-134	4	-178
115	232	3
57	-242	22
202	-141	-248
152	-113	-63
206	-147	138
-238	163	230
-113	-75	-77
-230	-140	99
-150	-140	121
171	167	160
-174	28	4
238	131	97
22	-244	-174
-128	120	53
-12	3	-181
13	-234	248
-38	-125	-147
168	211	-155
4	-208	246
-69	-218	-80
-219	-151	123
-232	205	134
-39	6	33
68	-101	71
-140	-225	-243
-109	-192	-32
240	140	-153
-196	-55	247
-92	-65	194
-188	-18	74
61	95	-239
-41	-65	35
-184	135	107
-24	204	169
-67	-52	64
-187	-43	-144
71	176	-34
157	-53	-106
117	-7	172
-81	-40	88
193	117	-112
55	-112	173
-61	-124	95
135	3	84
-93	118	97
1	204	-143
110	-95	45
-75	-244	135
247	45	25
-137	195	-179
-11	-126	-143
-87	-97	-27
143	203	204
49	-118	159
134	85	205
-2	-79	-205
77	-68	-38
64	92	-120
131	-167	109
50	-124	-141
84	188	38
230	158	87
184	75	-127
-44	222	-163
208	61	-25
58	-149	-148
-114	-166	-137
236	-117	222
108	213	35
-172	-73	-106
156	228	69
-32	-185	171
66	-121	-221
-101	90	-103
180	-31	-39
206	-132	187
-29	-217	194
53	-201	-199
163	-89	-21
232	-152	-162
-230	-143	-20
176	-196	171
-198	-6	146
-133	82	-98
-129	-206	140
128	-35	47
220	147	-172
-36	-238	-232
9	-91	56
-84	116	-65
250	-142	-242
-48	-155	-89
-196	-30	118
-152	220	-166
-67	-159	18
89	-132	173
24	-226	13
242	140	-36
185	-219	216
3	243	200
-51	213	-214
81	-67	118
-99	171	202
130	215	-237
137	68	154
-168	139	240
-24	192	99
-203	134	-197
-173	-148	192
-71	-129	-74
-2	133	-49
24	-37	-102
149	130	20
72	206	-185
19	-185	56
3	-161	-153
211	175	-204
-200	195	11
-7	112	250
-118	-143	-50
194	236	119
-13	248	-196
97	-11	-187
-151	-237	-88
14	-46	104
-22	162	73
161	-21	-108
99	-84	-179
12	-91	146
-59	5	118
250	-89	248
182	-139	27
-207	-94	98
-44	-141	129
-12	-48	-124
-216	209	29
-220	212	-146
11	208	235
146	138	-4
144	-88	-40
-207	-183	-208
-242	115	-200
27	-122	159
-125	-139	128
43	52	-159
16	201	115
-242	212	52
-156	-194	-160
-41	-48	50
-38	240	67
-104	65	-36
70	-57	-94
123	91	109
-193	-48	79
7	-4	16
-158	55	-129
-75	-92	-1
-84	85	27
224	60	81
79	-59	50
158	-39	55
-231	-57	-169
-168	59	216
227	225	-142
-104	-106	-3
-154	-107	-173
-34	124	-211
83	-23	-245
130	194	-220
-215	104	102
101	161	158
-177	152	175
73	-186	53
62	-113	-213
-28	99	67
181	-165	234
138	114	2
-92	-74	41
163	-203	136
-88	-13	-118
-227	-72	97
61	47	-148
-168	200	222
231	-6	66
137	217	-62
187	98	-25
-68	-119	231
113	99	-39
197	-38	137
62	42	234
77	233	201
35	84	127
-104	-160	-158
-24	-191	-2
-177	-14	-198
-14	213	-226
223	99	74
158	217	32
29	132	-216
-186	-219	181
126	141	30
-92	-78	192
38	-85	-23
94	-178	13
-227	144	-23
225	152	-42
98	95	-224
95	48	-237
248	210	64
65	-245	-165
237	-127	93
-175	229	-190
50	-113	249
-171	-226	75
-6	-50	-88
-110	-123	-116
-48	-75	-225
-188	23	105
51	-229	59
217	-218	-94
-44	-248	103
-156	-247	79
-123	173	-74
61	159	109
163	250	-39
237	98	174
-93	162	120
222	-165	-27
176	202	43
-106	-233	-75
70	-226	243
158	-144	235
50	-99	-115
20	192	42
159	-244	192
123	210	46
-231	182	171
-55	-59	-204
-169	-172	-135
77	-133	140
-89	-58	83
162	154	38
-187	174	106
-85	-12	-180
116	49	-37
-129	156	-30
68	202	-106
153	221	-148
-15	-196	-3
-98	31	23
-107	164	246
-88	193	238
168	-200	242
56	-222	-49
32	-14	244
-145	-4	193
-177	-228	9
-186	-87	-6
31	208	184
42	48	112
64	-247	-14
73	-63	131
138	163	143
-120	247	-38
241	-60	248
89	159	-21
-167	108	54
136	248	241
-133	-207	27
56	-145	98
61	9	-168
6	20	-71
-163	-153	-154
-63	195	-210
39	-244	96
-153	173	-22
239	44	-55
211	-214	112
48	-208	-45
6	229	138
-206	-222	-224
212	-194	43
225	202	-67
-186	114	169
124	-127	-88
64	-184	129
36	-122	28
-181	-112	221
-209	133	151
-236	-149	-73
61	-60	-109
-133	-92	-220
-141	90	-210
-96	169	-147
209	17	-67
12	-76	-3
63	57	64
-22	157	-131
227	141	87
41	73	-134
50	-116	-224
24	49	-203
129	102	-126
-177	-60	-13
223	245	-14
-130	-215	136
206	250	-236
-170	182	-80
105	74	-59
247	228	227
173	188	-41
91	74	241
30	-36	2
-108	-69	90
-149	-183	-73
-201	-116	-68
-234	13	-10
44	-118	-161
-62	84	-194
245	149	63
197	-225	122
-201	-200	-58
-86	217	-13
122	-74	72
196	219	-221
-15	-232	-220
-180	-197	136
-133	-243	26
-133	111	205
-122	53	-248
146	70	-213
-211	-13	34
-80	-162	-118
108	-11	16
89	-59	-153
80	85	-61
-190	77	140
-66	104	220
89	-185	130
204	-86	125
-98	2	149
-35	-232	90
-232	-21	218
-70	-43	-231
-16	-101	-63
204	-55	236
-116	-248	-10
69	154	-236
81	174	-233
38	139	-230
85	233	-241
98	-201	202
72	225	-26
-249	-91	-54
110	190	66
25	-124	-77
-220	-41	112
44	220	242
199	26	-92
-179	-116	-184
-89	-230	97
-77	-215	-81
-206	-178	-199
199	-195	2
-34	126	124
190	208	58
-76	-200	-17
135	94	79
59	239	-21
-68	62	-93
20	218	171
-130	-79	-243
-47	-120	225
-201	11	4
188	139	94
-243	-99	90
-206	-56	-172
79	248	-26
68	75	239
-103	233	197
-70	-6	126
-2	124	107
79	-150	-55
82	20	3
129	-193	31
-102	209	-50
-28	119	-91
-191	-121	62
-174	-57	34
225	6	-67
49	-182	164
-65	187	-150
-68	11	62
-144	181	-94
51	82	225
-73	-134	-237
-18	-47	-82
-109	-20	-162
207	-43	-100
-20	-21	38
50	-211	-7
182	-214	-35
164	-239	-6
244	-116	-198
50	-186	189
-210	230	-37
-205	-198	196
-225	-124	-65
135	193	89
-250	-85	190
14	131	100
-33	51	64
55	-14	148
-93	-128	40
-187	-209	160
247	-160	212
212	-242	-110
-50	-24	-163
45	-236	-34
160	-104	201
151	227	-6
171	34	-206
179	110	199
248	-103	-78
-24	-97	99
71	-67	-55
-42	-100	-161
173	-59	-80
213	-148	-240
-35	-202	-23
212	247	-5
143	115	-34
24	-34	222
-241	-116	-19
-156	190	148
117	34	-70
55	-193	7
-1	20	151
94	113	171
-60	-249	16
31	-43	-122
-242	218	114
116	56	129
-72	-122	-114
68	44	-205
171	-32	174
213	123	55
186	236	-165
-66	74	63
136	-134	91
-222	-138	123
232	-142	-126
145	-154	-232
1	-35	58
-111	-100	-7
-44	162	110
170	39	-181
42	220	52
8	29	55
-188	-203	118
166	198	220
-64	33	-65
-143	-120	-108
215	-151	165
-38	153	210
-213	12	-61
208	102	207
160	-238	154
154	-146	-197
76	203	-64
-148	70	-172
132	-209	-60
123	-140	142
74	-62	-220
-182	-206	-87
156	138	13
36	228	-223
-250	-188	-92
-215	37	-61
-68	-239	-147
98	-140	23
125	2	-96
-49	-96	98
-141	-202	-98
143	-203	-39
204	-16	197
188	232	162
-84	-174	-170
115	-112	-79
-209	199	125
171	9	-17
183	11	229
166	129	-230
-66	217	-2
128	-241	196
4	158	11
-17	208	-94
52	218	17
-172	119	87
170	-141	110
-118	-146	5
211	-181	238
-193	228	7
-79	182	-178
-34	-24	-81
-241	-7	119
25	-95	-215
51	91	-119
116	130	-60
234	-78	188
-37	-212	-84
-189	-230	-63
-43	42	52
40	215	231
-13	242	103
27	-92	-35
-78	185	-220
-101	131	3
-3	-81	66
7	-192	64
-183	168	-211
-207	-106	-142
-137	-96	-110
240	-249	-231
-127	239	-101
60	-30	-159
226	-202	42
-97	-14	-133
106	-142	128
247	73	-98
-89	72	-225
-185	-67	173
-14	-31	-64
-25	-93	107
12	176	-125
55	112	209
-250	44	117
222	-33	82
250	204	160
159	-118	14
-170	32	148
179	-61	50
-96	-204	103
-244	238	235
243	3	-208
-43	206	216
-197	13	88
-66	153	24
-199	-73	250
-24	-219	-97
-166	-17	-88
-158	-153	-184
66	-215	-144
101	82	46
194	38	-241
172	184	-233
180	-222	-92
-104	33	204
220	222	-167
37	15	-219
-243	-227	-170
164	166	-207
-245	-133	206
-34	100	49
131	-151	-135
87	-170	-167
-241	58	67
120	57	229
-153	-38	208
-71	-119	-222
146	54	-69
214	-51	21
126	-117	-140
-212	95	-182
-240	117	38
-110	218	60
-140	243	-170
-244	150	-33
-28	-215	69
-128	124	231
-171	194	21
100	-11	43
-186	165	-215
193	76	183
125	162	190
-159	-248	218
229	78	98
