3	250	1065
93	-12	-20
-250	136	96
-154	-17	-32
-223	-60	139
-250	-193	-74
-196	6	-12
-120	-16	24
69	102	87
-14	-52	-64
-160	-249	138
-233	152	57
-132	-237	87
225	22	-137
-65	136	18
-74	-196	-15
11	-161	-123
-138	-36	-227
-9	-165	201
-111	-40	-208
-145	-242	191
130	212	-30
-242	-167	-221
148	150	76
-172	157	91
124	179	-1
-184	-218	-164
148	-212	-109
29	-78	-149
-156	-98	-101
6	-101	-64
207	99	120
-63	209	-51
170	-105	-59
13	115	83
248	117	160
213	-80	-173
-171	-12	192
203	-102	122
247	182	195
138	42	173
122	-65	124
-27	67	85
236	241	118
-188	249	219
189	216	-55
156	-135	221
-102	-205	-184
203	159	-213
108	204	214
-90	-25	7
51	40	154
138	171	-37
43	-60	-119
-219	237	-89
-224	153	199
-250	97	-124
235	6	-113
231	119	-30
234	92	-147
-246	-248	-112
-29	-227	4
-95	-115	-127
-177	-116	-72
116	198	37
221	-15	58
-240	-238	-12
-114	-234	-7
193	118	-8
-209	-190	-170
55	172	-204
-147	-244	150
51	101	-22
-198	34	-80
177	-6	92
-35	-55	-215
151	-64	-213
89	22	-49
-73	-26	-173
-55	158	-226
-190	39	-31
123	-177	-10
33	-65	4
-221	-248	108
114	204	-246
65	-40	38
42	-66	-240
33	184	-30
-118	-236	202
63	243	-55
57	-147	-195
-157	34	204
-112	-117	37
96	-21	-38
-149	58	-160
109	172	-139
-191	171	-164
248	179	114
86	-166	37
-39	112	-90
190	-173	-126
208	167	-61
-118	58	-56
249	178	41
-68	89	-116
-112	227	103
-126	-12	245
64	-250	-113
245	231	-132
-39	-84	21
-84	102	35
15	-214	-100
-64	214	-232
131	77	-195
-195	151	44
24	138	-136
-147	89	187
-228	162	-50
173	-218	208
77	-175	220
155	-164	-162
-14	118	-74
37	91	-82
-218	223	138
-245	166	-43
-238	-192	97
-135	-246	186
-129	233	-139
130	-37	-161
-134	-207	-166
-109	159	143
-23	-192	120
-6	-28	48
-83	-118	153
-243	-18	-71
109	53	-150
-126	-30	150
61	-243	77
-225	-219	182
242	204	83
-53	-220	79
161	98	115
-109	154	-94
-1	238	-198
248	-107	-113
-107	-221	-193
-21	-84	12
237	-2	9
59	188	8
166	-118	-229
-2	-54	117
109	-10	123
-225	-131	-18
4	19	143
133	-191	130
8	-221	131
164	-24	130
53	119	155
-26	105	-134
182	248	100
138	-117	-39
138	-156	228
-41	245	240
-60	91	196
-101	191	-59
18	-139	35
-10	44	182
108	101	-119
-189	105	24
195	148	-224
-171	-116	113
-231	-181	63
-36	26	223
87	-61	-123
144	-139	-67
-92	62	-30
222	-247	132
-157	194	-75
147	184	-8
189	188	-91
-170	146	44
151	71	-57
-81	-11	159
102	37	-189
-61	-244	-170
-133	169	-119
236	19	-38
-7	131	152
170	-137	-78
91	-56	-128
233	90	-46
68	1	-182
-246	-49	-113
190	-132	35
151	81	86
-155	-72	-131
